bug id,severity
1267367,critical
1267368,minor
1267369,critical
1267374,trivial
1267376,blocker
1267379,trivial
1267380,enhancement
1267389,blocker
1267406,enhancement
1267412,minor
1267419,blocker
1267424,normal
1267432,blocker
1267436,enhancement
1267437,critical
1267438,critical
1267440,normal
1267441,critical
1267442,major
1267444,enhancement
1267446,major
1267447,blocker
1267448,normal
1267449,trivial
1267450,major
1267454,enhancement
1267455,minor
1267460,enhancement
1267462,critical
1267463,major
1267470,critical
1267471,minor
1267473,normal
1267474,enhancement
1267477,blocker
1267478,major
1267479,major
1267483,minor
1267485,trivial
1267488,critical
1267489,trivial
1267491,enhancement
1267492,major
1267493,minor
1267505,critical
1267506,normal
1267507,blocker
1267509,enhancement
1267510,trivial
1267511,blocker
1267513,trivial
1267515,minor
1267524,normal
1267526,normal
1267530,critical
1267532,normal
1267533,blocker
1267538,normal
1267542,critical
1267547,normal
1267550,enhancement
1267551,enhancement
1267552,minor
1267555,enhancement
1267557,major
1267560,critical
1267564,normal
1267565,enhancement
1267567,normal
1267568,minor
1267569,enhancement
1267571,enhancement
1267576,trivial
1267579,minor
1267582,critical
1267585,blocker
1267588,minor
1267590,normal
1267591,blocker
1267595,blocker
1267596,normal
1267600,minor
1267603,trivial
1267614,blocker
1267636,critical
1267637,blocker
1267640,enhancement
1267643,minor
1267647,major
1267653,critical
1267654,minor
1267655,trivial
1267656,minor
1267663,critical
1267667,trivial
1267668,minor
1267669,trivial
1267672,major
1267673,blocker
1267674,critical
1267676,trivial
1267677,enhancement
1267679,blocker
1267682,normal
1267686,minor
1267690,critical
1267691,minor
1267692,minor
1267696,normal
1267697,minor
1267699,blocker
1267700,critical
1267711,major
1267714,normal
1267718,minor
1267720,blocker
1267723,major
1267724,blocker
1267726,critical
1267728,minor
1267729,enhancement
1267733,major
1267737,critical
1267752,trivial
1267754,normal
1267755,enhancement
1267757,enhancement
1267758,trivial
1267759,critical
1267781,minor
1267798,trivial
1267809,trivial
1267812,trivial
1267815,enhancement
1267816,trivial
1267818,minor
1267819,blocker
1267820,major
1267822,blocker
1267833,critical
1267844,normal
1267845,normal
1267861,major
1267862,major
1267863,enhancement
1267864,major
1267865,major
1267866,critical
1267868,normal
1267873,major
1267876,enhancement
1267877,minor
1267879,blocker
1267881,trivial
1267885,enhancement
1267887,normal
1267889,enhancement
1267890,normal
1267893,trivial
1267897,major
1267898,blocker
1267900,minor
1267901,normal
1267902,enhancement
1267903,major
1267904,critical
1267905,enhancement
1267906,enhancement
1267907,critical
1267908,trivial
1267909,blocker
1267910,trivial
1267912,normal
1267914,minor
1267915,critical
1267916,major
1267918,normal
1267920,enhancement
1267921,blocker
1267922,trivial
1267923,critical
1267924,enhancement
1267930,trivial
1267931,critical
1267932,normal
1267933,enhancement
1267936,minor
1267937,enhancement
1267941,normal
1267950,critical
1267958,trivial
1267965,blocker
1267966,minor
1267967,blocker
1267970,minor
1267971,normal
1267972,critical
1267977,trivial
1267980,trivial
1267981,enhancement
1267982,major
1267983,blocker
1267985,normal
1267988,trivial
1267989,critical
1267997,minor
1267999,trivial
1268001,trivial
1268006,blocker
1268009,minor
1268010,enhancement
1268011,normal
1268021,enhancement
1268024,trivial
1268025,minor
1268032,trivial
1268034,blocker
1268044,blocker
1268047,enhancement
1268050,normal
1268056,trivial
1268065,blocker
1268069,enhancement
1268083,trivial
1268085,normal
1268092,blocker
1268096,normal
1268114,blocker
1268120,minor
1268121,enhancement
1268130,normal
1268138,trivial
1268139,critical
1268140,minor
1268147,enhancement
1268151,critical
1268155,trivial
1268160,trivial
1268169,major
1268179,enhancement
1268182,major
1268185,trivial
1268192,minor
1268194,major
1268195,normal
1268200,major
1268201,blocker
1268202,trivial
1268204,enhancement
1268208,enhancement
1268213,enhancement
1268215,enhancement
1268224,enhancement
1268228,critical
1268229,critical
1268230,blocker
1268231,enhancement
1268233,trivial
1268234,major
1268236,trivial
1268237,critical
1268241,blocker
1268244,normal
1268245,blocker
1268246,enhancement
1268251,normal
1268252,minor
1268253,major
1268262,enhancement
1268272,minor
1268273,minor
1268274,blocker
1268280,minor
1268282,normal
1268290,enhancement
1268291,major
1268302,trivial
1268303,normal
1268309,trivial
1268313,normal
1268314,enhancement
1268315,enhancement
1268320,major
1268323,blocker
1268324,major
1268326,minor
1268327,major
1268332,major
1268335,minor
1268336,normal
1268337,critical
1268338,minor
1268341,critical
1268342,enhancement
1268347,enhancement
1268348,blocker
1268351,major
1268352,major
1268356,minor
1268361,trivial
1268364,trivial
1268365,critical
1268377,normal
1268378,major
1268379,trivial
1268380,trivial
1268385,major
1268387,critical
1268390,major
1268392,blocker
1268393,critical
1268395,major
1268396,blocker
1268403,normal
1268404,trivial
1268405,major
1268410,normal
1268415,major
1268425,minor
1268428,blocker
1268431,normal
1268434,minor
1268440,blocker
1268442,trivial
1268449,minor
1268464,normal
1268465,trivial
1268467,blocker
1268468,critical
1268473,major
1268482,enhancement
1268486,blocker
1268488,normal
1268490,normal
1268492,major
1268493,enhancement
1268496,normal
1268499,enhancement
1268501,critical
1268502,critical
1268503,critical
1268504,critical
1268517,blocker
1268518,blocker
1268523,blocker
1268526,normal
1268527,enhancement
1268530,critical
1268532,critical
1268533,major
1268536,enhancement
1268541,minor
1268544,minor
1268547,critical
1268555,enhancement
1268556,minor
1268558,blocker
1268559,normal
1268569,critical
1268573,minor
1268574,minor
1268577,normal
1268579,critical
1268587,blocker
1268590,trivial
1268592,minor
1268596,minor
1268599,trivial
1268607,normal
1268616,trivial
1268617,blocker
1268618,enhancement
1268626,critical
1268628,trivial
1268629,normal
1268632,enhancement
1268633,major
1268636,critical
1268638,minor
1268640,trivial
1268657,critical
1268658,trivial
1268661,normal
1268662,minor
1268669,critical
1268672,normal
1268674,enhancement
1268675,major
1268677,minor
1268680,trivial
1268685,critical
1268688,enhancement
1268694,blocker
1268699,blocker
1268713,minor
1268714,enhancement
1268716,enhancement
1268718,critical
1268719,enhancement
1268720,trivial
1268721,critical
1268723,minor
1268725,blocker
1268726,enhancement
1268727,trivial
1268728,minor
1268733,normal
1268736,enhancement
1268740,major
1268747,minor
1268748,trivial
1268749,trivial
1268751,critical
1268754,minor
1268756,minor
1268758,critical
1268759,critical
1268766,blocker
1268768,blocker
1268771,major
1268772,enhancement
1268775,major
1268784,blocker
1268788,critical
1268790,blocker
1268793,trivial
1268794,major
1268795,major
1268797,trivial
1268798,blocker
1268803,trivial
1268804,minor
1268805,enhancement
1268810,major
1268812,critical
1268816,minor
1268817,critical
1268822,major
1268833,major
1268843,enhancement
1268845,normal
1268849,major
1268851,enhancement
1268852,major
1268854,trivial
1268858,blocker
1268859,critical
1268861,trivial
1268863,minor
1268866,major
1268868,trivial
1268874,trivial
1268878,trivial
1268879,major
1268881,trivial
1268883,blocker
1268886,minor
1268889,enhancement
1268891,major
1268894,normal
1268897,normal
1268900,minor
1268901,trivial
1268904,trivial
1268905,major
1268910,enhancement
1268911,normal
1268913,normal
1268916,normal
1268920,normal
1268922,trivial
1268929,major
1268938,major
1268951,major
1268953,enhancement
1268954,minor
1268955,minor
1268957,enhancement
1268960,major
1268961,trivial
1268962,blocker
1268967,enhancement
1268976,normal
1268982,normal
1268983,enhancement
1268984,major
1268990,enhancement
1268992,critical
1268993,critical
1268999,enhancement
1269004,major
1269005,major
1269010,critical
1269011,blocker
1269012,normal
1269013,normal
1269015,enhancement
1269017,normal
1269019,major
1269021,major
1269026,blocker
1269028,major
1269029,normal
1269030,critical
1269032,enhancement
1269036,major
1269037,enhancement
1269042,trivial
1269044,minor
1269045,major
1269046,critical
1269047,critical
1269048,minor
1269050,blocker
1269052,blocker
1269053,normal
1269054,major
1269055,major
1269056,blocker
1269058,enhancement
1269061,blocker
1269065,normal
1269066,blocker
1269067,normal
1269068,minor
1269069,normal
1269072,blocker
1269074,major
1269080,minor
1269087,enhancement
1269092,trivial
1269101,minor
1269108,normal
1269114,minor
1269121,minor
1269147,enhancement
1269149,critical
1269152,trivial
1269154,enhancement
1269155,blocker
1269157,critical
1269161,enhancement
1269162,enhancement
1269164,major
1269165,blocker
1269166,normal
1269168,minor
1269170,blocker
1269171,enhancement
1269174,enhancement
1269175,blocker
1269176,critical
1269177,normal
1269178,critical
1269184,normal
1269187,enhancement
1269193,blocker
1269194,enhancement
1269198,enhancement
1269202,major
1269204,trivial
1269209,blocker
1269217,trivial
1269221,critical
1269222,blocker
1269223,trivial
1269230,enhancement
1269231,major
1269232,minor
1269235,minor
1269241,critical
1269242,enhancement
1269243,major
1269244,critical
1269245,blocker
1269246,trivial
1269247,critical
1269248,minor
1269249,normal
1269250,enhancement
1269251,trivial
1269253,critical
1269254,critical
1269257,normal
1269260,normal
1269261,blocker
1269262,normal
1269263,blocker
1269264,minor
1269265,major
1269267,minor
1269268,major
1269271,trivial
1269274,trivial
1269276,trivial
1269279,minor
1269282,blocker
1269286,enhancement
1269289,enhancement
1269290,normal
1269291,enhancement
1269295,normal
1269297,enhancement
1269299,major
1269306,normal
1269313,enhancement
1269317,minor
1269319,normal
1269321,normal
1269325,normal
1269327,trivial
1269337,enhancement
1269343,critical
1269346,normal
1269351,normal
1269353,blocker
1269361,enhancement
1269365,trivial
1269369,trivial
1269371,enhancement
1269379,minor
1269383,major
1269385,enhancement
1269387,enhancement
1269400,critical
1269402,blocker
1269408,normal
1269412,normal
1269415,normal
1269426,minor
1269436,critical
1269444,major
1269448,normal
1269451,normal
1269459,blocker
1269465,minor
1269467,enhancement
1269469,enhancement
1269472,blocker
1269475,major
1269482,blocker
1269484,minor
1269486,critical
1269490,enhancement
1269491,enhancement
1269513,enhancement
1269517,normal
1269523,major
1269524,major
1269525,critical
1269528,major
1269531,minor
1269532,major
1269534,major
1269537,trivial
1269538,trivial
1269539,enhancement
1269541,minor
1269544,minor
1269561,critical
1269565,trivial
1269588,enhancement
1269642,blocker
1269643,critical
1269646,trivial
1269648,normal
1269653,critical
1269654,major
1269659,blocker
1269660,normal
1269662,critical
1269663,trivial
1269664,major
1269665,trivial
1269666,critical
1269671,major
1269672,blocker
1269674,major
1269676,critical
1269677,enhancement
1269678,critical
1269684,blocker
1269686,blocker
1269687,trivial
1269689,critical
1269690,minor
1269691,critical
1269692,blocker
1269695,blocker
1269698,minor
1269705,major
1269710,critical
1269711,normal
1269712,critical
1269714,blocker
1269718,normal
1269719,blocker
1269721,enhancement
1269722,normal
1269729,blocker
1269738,normal
1269741,major
1269744,minor
1269749,enhancement
1269755,minor
1269756,enhancement
1269758,trivial
1269759,blocker
1269764,blocker
1269765,critical
1269767,critical
1269768,major
1269775,trivial
1269776,enhancement
1269779,blocker
1269786,enhancement
1269787,normal
1269788,minor
1269790,minor
1269792,minor
1269796,trivial
1269797,blocker
1269802,minor
1269807,enhancement
1269808,trivial
1269810,normal
1269812,normal
1269813,minor
1269814,normal
1269815,blocker
1269823,blocker
1269829,critical
1269830,trivial
1269835,major
1269843,enhancement
1269845,minor
1269847,major
1269850,major
1269854,critical
1269857,trivial
1269863,trivial
1269864,minor
1269865,enhancement
1269870,enhancement
1269873,enhancement
1269885,major
1269892,minor
1269893,major
1269895,minor
1269901,trivial
1269917,major
1269918,blocker
1269925,major
1269928,major
1269929,normal
1269930,normal
1269931,major
1269932,minor
1269933,critical
1269934,normal
1269935,trivial
1269936,enhancement
1269937,enhancement
1269941,trivial
1269943,blocker
1269944,trivial
1269945,enhancement
1269946,normal
1269947,critical
1269948,minor
1269953,trivial
1269955,trivial
1269959,enhancement
1269960,enhancement
1269961,enhancement
1269963,normal
1269965,blocker
1269968,trivial
1269971,normal
1269975,enhancement
1269976,blocker
1269980,minor
1269984,minor
1269985,normal
1269988,critical
1269990,trivial
1269992,minor
1269994,critical
1270000,enhancement
1270001,critical
1270002,trivial
1270004,normal
1270005,critical
1270009,minor
1270013,major
1270016,normal
1270017,minor
1270018,major
1270021,major
1270023,enhancement
1270029,normal
1270030,trivial
1270031,trivial
1270035,enhancement
1270036,enhancement
1270038,critical
1270039,trivial
1270041,normal
1270042,blocker
1270043,critical
1270044,minor
1270046,normal
1270050,blocker
1270051,blocker
1270055,normal
1270056,blocker
1270059,critical
1270062,minor
1270064,normal
1270069,blocker
1270072,enhancement
1270075,enhancement
1270076,normal
1270077,normal
1270079,enhancement
1270082,blocker
1270083,critical
1270086,trivial
1270108,major
1270115,trivial
1270117,major
1270118,minor
1270119,normal
1270121,major
1270122,major
1270130,enhancement
1270134,critical
1270135,normal
1270140,normal
1270142,normal
1270145,minor
1270146,trivial
1270147,minor
1270151,blocker
1270152,enhancement
1270154,trivial
1270155,major
1270156,normal
1270161,trivial
1270163,enhancement
1270165,enhancement
1270174,trivial
1270176,blocker
1270180,enhancement
1270185,enhancement
1270187,normal
1270202,major
1270208,critical
1270210,minor
1270217,trivial
1270218,enhancement
1270226,minor
1270229,normal
1270230,major
1270231,enhancement
1270232,minor
1270235,critical
1270241,blocker
1270247,trivial
1270250,minor
1270251,trivial
1270252,minor
1270259,normal
1270262,enhancement
1270277,blocker
1270278,minor
1270280,trivial
1270284,trivial
1270288,major
1270299,enhancement
1270303,minor
1270305,enhancement
1270308,normal
1270310,enhancement
1270314,critical
1270318,enhancement
1270320,major
1270323,trivial
1270324,critical
1270328,trivial
1270329,enhancement
1270331,normal
1270338,trivial
1270339,enhancement
1270341,critical
1270345,major
1270349,minor
1270350,major
1270351,enhancement
1270352,normal
1270354,normal
1270364,critical
1270366,enhancement
1270369,blocker
1270370,critical
1270374,critical
1270381,enhancement
1270382,critical
1270386,minor
1270387,minor
1270389,critical
1270394,critical
1270404,normal
1270406,enhancement
1270409,minor
1270421,trivial
1270423,major
1270426,blocker
1270427,minor
1270428,trivial
1270434,blocker
1270435,enhancement
1270444,enhancement
1270446,major
1270447,major
1270451,critical
1270459,minor
1270467,minor
1270469,major
1270471,enhancement
1270472,trivial
1270473,enhancement
1270475,trivial
1270476,blocker
1270477,blocker
1270478,enhancement
1270491,normal
1270499,critical
1270509,normal
1270514,blocker
1270515,blocker
1270518,minor
1270528,major
1270537,critical
1270554,normal
1270562,minor
1270568,normal
1270571,major
1270572,normal
1270575,minor
1270579,trivial
1270589,minor
1270591,minor
1270593,minor
1270594,blocker
1270599,blocker
1270601,normal
1270606,blocker
1270607,normal
1270610,trivial
1270614,major
1270621,critical
1270626,blocker
1270628,minor
1270633,major
1270634,minor
1270638,normal
1270640,trivial
1270648,critical
1270649,normal
1270650,major
1270652,minor
1270654,minor
1270659,normal
1270664,major
1270666,trivial
1270667,trivial
1270668,critical
1270669,enhancement
1270671,critical
1270672,critical
1270675,normal
1270678,enhancement
1270679,critical
1270680,trivial
1270681,blocker
1270683,minor
1270686,enhancement
1270687,normal
1270688,normal
1270689,trivial
1270691,blocker
1270696,major
1270698,critical
1270699,critical
1270703,minor
1270706,major
1270713,normal
1270714,normal
1270716,major
1270721,major
1270729,major
1270732,enhancement
1270734,critical
1270737,normal
1270738,blocker
1270739,major
1270740,trivial
1270741,minor
1270746,minor
1270747,normal
1270748,minor
1270752,trivial
1270753,trivial
1270758,critical
1270776,enhancement
1270777,critical
1270781,critical
1270783,major
1270790,critical
1270795,enhancement
1270797,minor
1270805,minor
1270808,enhancement
1270810,enhancement
1270811,minor
1270812,blocker
1270814,blocker
1270816,blocker
1270832,enhancement
1270841,major
1270847,blocker
1270849,minor
1270866,major
1270869,major
1270876,major
1270878,normal
1270883,normal
1270891,normal
1270894,major
1270897,major
1270899,enhancement
1270900,major
1270902,enhancement
1270903,enhancement
1270904,enhancement
1270907,blocker
1270916,enhancement
1270918,normal
1270925,trivial
1270928,normal
1270938,minor
1270942,enhancement
1270944,minor
1270952,blocker
1270954,major
1270955,normal
1270956,critical
1270965,major
1270967,critical
1270968,major
1270969,minor
1270977,blocker
1270980,minor
1270981,critical
1270984,minor
1270985,trivial
1270986,minor
1270987,critical
1270997,trivial
1270998,blocker
1270999,critical
1271002,enhancement
1271003,major
1271004,trivial
1271010,blocker
1271014,blocker
1271015,normal
1271019,trivial
1271022,enhancement
1271023,minor
1271025,normal
1271027,minor
1271028,critical
1271029,major
1271032,normal
1271033,trivial
1271037,major
1271040,normal
1271041,trivial
1271052,minor
1271058,trivial
1271067,minor
1271069,critical
1271070,blocker
1271071,blocker
1271073,normal
1271078,major
1271079,critical
1271082,normal
1271086,major
1271090,major
1271099,major
1271100,major
1271102,enhancement
1271110,normal
1271111,trivial
1271112,minor
1271120,critical
1271125,trivial
1271126,critical
1271131,critical
1271133,blocker
1271135,enhancement
1271136,minor
1271138,normal
1271142,trivial
1271143,major
1271144,normal
1271147,major
1271152,major
1271155,enhancement
1271159,major
1271160,critical
1271163,critical
1271164,minor
1271165,critical
1271166,normal
1271167,major
1271168,trivial
1271169,blocker
1271173,trivial
1271180,blocker
1271182,critical
1271183,critical
1271185,blocker
1271187,blocker
1271188,enhancement
1271192,blocker
1271193,trivial
1271194,normal
1271198,blocker
1271199,blocker
1271202,major
1271209,enhancement
1271212,major
1271218,critical
1271223,normal
1271225,normal
1271234,blocker
1271236,major
1271237,blocker
1271240,minor
1271242,trivial
1271249,critical
1271254,normal
1271255,major
1271262,enhancement
1271268,trivial
1271271,minor
1271292,minor
1271295,trivial
1271305,trivial
1271317,enhancement
1271320,normal
1271328,major
1271329,major
1271336,enhancement
1271348,critical
1271350,trivial
1271351,minor
1271356,major
1271362,major
1271369,critical
1271371,critical
1271375,trivial
1271377,trivial
1271381,critical
1271389,critical
1271392,blocker
1271397,critical
1271398,critical
1271402,blocker
1271407,enhancement
1271425,normal
1271427,blocker
1271429,critical
1271432,enhancement
1271436,major
1271439,blocker
1271441,enhancement
1271453,normal
1271457,blocker
1271460,minor
1271471,trivial
1271473,trivial
1271475,normal
1271477,blocker
1271478,trivial
1271479,normal
1271482,minor
1271483,major
1271484,normal
1271487,minor
1271488,trivial
1271489,major
1271490,normal
1271491,normal
1271492,enhancement
1271493,major
1271495,normal
1271496,trivial
1271497,blocker
1271498,blocker
1271500,minor
1271501,critical
1271504,major
1271505,major
1271506,critical
1271507,major
1271508,trivial
1271510,minor
1271512,enhancement
1271515,critical
1271516,normal
1271517,trivial
1271520,blocker
1271521,trivial
1271522,critical
1271523,minor
1271524,minor
1271525,blocker
1271526,blocker
1271527,enhancement
1271528,trivial
1271532,minor
1271536,normal
1271538,trivial
1271543,major
1271544,minor
1271549,enhancement
1271565,minor
1271566,trivial
1271578,blocker
1271579,normal
1271581,minor
1271582,enhancement
1271585,blocker
1271590,critical
1271593,major
1271601,trivial
1271604,major
1271609,enhancement
1271618,blocker
1271633,minor
1271641,major
1271642,major
1271644,major
1271645,blocker
1271646,minor
1271649,blocker
1271650,trivial
1271651,major
1271653,blocker
1271654,critical
1271655,minor
1271657,normal
1271669,minor
1271672,enhancement
1271681,enhancement
1271682,enhancement
1271686,major
1271691,normal
1271692,trivial
1271695,blocker
1271696,minor
1271699,major
1271700,blocker
1271701,enhancement
1271707,normal
1271711,trivial
1271712,minor
1271714,major
1271716,critical
1271720,normal
1271736,critical
1271748,minor
1271751,blocker
1271752,major
1271755,trivial
1271764,major
1271767,critical
1271769,normal
1271770,blocker
1271776,normal
1271783,enhancement
1271784,enhancement
1271788,blocker
1271791,minor
1271792,blocker
1271794,critical
1271796,blocker
1271807,trivial
1271810,trivial
1271812,enhancement
1271814,trivial
1271816,normal
1271819,major
1271825,minor
1271829,blocker
1271830,enhancement
1271833,normal
1271846,normal
1271847,normal
1271848,critical
1271850,major
1271854,major
1271857,enhancement
1271862,normal
1271865,trivial
1271866,major
1271867,enhancement
1271869,trivial
1271870,minor
1271871,critical
1271873,enhancement
1271879,trivial
1271883,critical
1271884,minor
1271885,major
1271886,trivial
1271888,trivial
1271890,enhancement
1271893,critical
1271894,blocker
1271897,normal
1271898,blocker
1271900,enhancement
1271901,normal
1271904,major
1271905,normal
1271912,normal
1271913,minor
1271914,enhancement
1271915,blocker
1271918,normal
1271921,major
1271929,normal
1271931,enhancement
1271935,normal
1271936,enhancement
1271939,minor
1271943,critical
1271944,blocker
1271946,critical
1271947,blocker
1271950,trivial
1271953,minor
1271955,minor
1271959,critical
1271960,enhancement
1271966,minor
1271968,critical
1271972,major
1271977,normal
1271978,major
1271980,normal
1271983,critical
1271985,minor
1271987,critical
1271996,major
1272004,normal
1272010,minor
1272012,minor
1272014,major
1272018,trivial
1272019,normal
1272020,enhancement
1272026,trivial
1272029,critical
1272032,minor
1272033,critical
1272034,enhancement
1272036,critical
1272043,normal
1272052,trivial
1272054,trivial
1272059,blocker
1272062,blocker
1272066,blocker
1272067,major
1272072,blocker
1272078,major
1272081,blocker
1272084,normal
1272086,critical
1272092,enhancement
1272099,blocker
1272100,enhancement
1272101,blocker
1272111,critical
1272114,minor
1272122,normal
1272123,enhancement
1272131,normal
1272135,normal
1272136,minor
1272138,minor
1272142,blocker
1272146,critical
1272147,trivial
1272151,trivial
1272152,normal
1272160,blocker
1272165,minor
1272169,trivial
1272170,trivial
1272171,major
1272172,minor
1272174,trivial
1272178,normal
1272181,trivial
1272182,normal
1272184,blocker
1272186,normal
1272187,trivial
1272188,enhancement
1272189,critical
1272190,critical
1272193,normal
1272194,critical
1272196,enhancement
1272197,trivial
1272201,minor
1272203,minor
1272204,major
1272211,enhancement
1272217,normal
1272225,critical
1272232,major
1272250,critical
1272251,minor
1272252,critical
1272253,minor
1272267,blocker
1272268,normal
1272269,trivial
1272272,critical
1272274,trivial
1272275,trivial
1272277,enhancement
1272284,blocker
1272296,major
1272297,minor
1272298,enhancement
1272302,critical
1272305,minor
1272307,blocker
1272309,major
1272311,minor
1272314,critical
1272315,minor
1272316,minor
1272318,normal
1272320,enhancement
1272321,normal
1272326,critical
1272327,blocker
1272328,enhancement
1272332,critical
1272336,trivial
1272345,minor
1272349,major
1272356,trivial
1272357,critical
1272358,blocker
1272363,minor
1272371,minor
1272378,minor
1272380,enhancement
1272381,trivial
1272386,normal
1272392,trivial
1272393,trivial
1272397,trivial
1272398,trivial
1272404,minor
1272406,major
1272408,trivial
1272409,blocker
1272415,enhancement
1272416,blocker
1272417,critical
1272418,minor
1272420,major
1272421,critical
1272422,normal
1272423,normal
1272424,minor
1272426,minor
1272429,blocker
1272430,minor
1272432,trivial
1272436,trivial
1272438,major
1272440,normal
1272442,blocker
1272445,minor
1272449,trivial
1272458,major
1272465,trivial
1272466,normal
1272468,blocker
1272472,normal
1272474,major
1272475,trivial
1272483,major
1272484,minor
1272485,trivial
1272488,blocker
1272490,normal
1272491,enhancement
1272492,normal
1272495,minor
1272498,major
1272500,minor
1272501,critical
1272503,enhancement
1272510,normal
1272513,blocker
1272515,major
1272523,major
1272525,blocker
1272530,major
1272533,enhancement
1272534,normal
1272535,trivial
1272537,minor
1272538,trivial
1272544,critical
1272545,blocker
1272547,major
1272549,critical
1272551,major
1272552,major
1272553,trivial
1272554,critical
1272562,minor
1272565,major
1272566,normal
1272567,normal
1272568,major
1272570,enhancement
1272571,normal
1272573,minor
1272574,critical
1272575,critical
1272578,minor
1272579,normal
1272581,major
1272587,trivial
1272588,enhancement
1272590,critical
1272592,enhancement
1272594,critical
1272598,trivial
1272599,enhancement
1272600,minor
1272604,minor
1272605,critical
1272609,normal
1272610,major
1272611,normal
1272615,trivial
1272623,critical
1272624,minor
1272626,major
1272627,enhancement
1272629,blocker
1272632,normal
1272633,normal
1272636,normal
1272637,major
1272638,trivial
1272640,critical
1272641,major
1272644,normal
1272645,critical
1272647,blocker
1272649,major
1272651,trivial
1272667,critical
1272674,blocker
1272678,critical
1272680,minor
1272688,major
1272696,major
1272697,minor
1272698,normal
1272704,minor
1272706,normal
1272707,normal
1272712,blocker
1272713,major
1272714,minor
1272720,normal
1272721,minor
1272726,enhancement
1272728,enhancement
1272731,blocker
1272742,trivial
1272746,blocker
1272748,critical
1272749,enhancement
1272751,critical
1272753,trivial
1272754,critical
1272757,normal
1272764,critical
1272767,critical
1272768,normal
1272771,major
1272772,trivial
1272778,critical
1272781,blocker
1272783,blocker
1272784,major
1272789,minor
1272794,blocker
1272795,normal
1272798,major
1272801,blocker
1272808,major
1272813,trivial
1272814,normal
1272815,minor
1272818,major
1272819,enhancement
1272821,normal
1272822,normal
1272829,critical
1272830,trivial
1272831,normal
1272832,enhancement
1272833,enhancement
1272835,normal
1272837,enhancement
1272838,normal
1272839,minor
1272840,trivial
1272842,normal
1272843,blocker
1272844,trivial
1272848,blocker
1272854,critical
1272855,blocker
1272856,major
1272858,trivial
1272859,normal
1272877,blocker
1272881,normal
1272887,blocker
1272894,trivial
1272902,minor
1272908,enhancement
1272910,blocker
1272916,trivial
1272919,trivial
1272927,critical
1272930,trivial
1272931,major
1272934,enhancement
1272936,blocker
1272937,minor
1272938,trivial
1272939,trivial
1272944,minor
1272946,normal
1272947,trivial
1272948,blocker
1272959,major
1272964,trivial
1272967,major
1272970,enhancement
1272973,minor
1272975,major
1272976,critical
1272978,normal
1272982,normal
1272983,blocker
1272984,major
1272997,blocker
1273006,blocker
1273009,normal
1273010,normal
1273012,minor
1273013,minor
1273015,critical
1273017,normal
1273018,enhancement
1273019,critical
1273020,critical
1273021,critical
1273022,enhancement
1273024,critical
1273025,major
1273026,normal
1273042,minor
1273043,blocker
1273045,minor
1273048,minor
1273049,normal
1273054,major
1273056,minor
1273058,major
1273062,enhancement
1273063,enhancement
1273065,normal
1273068,minor
1273070,minor
1273072,minor
1273075,critical
1273079,critical
1273080,minor
1273082,trivial
1273083,major
1273086,normal
1273090,enhancement
1273091,blocker
1273093,normal
1273095,enhancement
1273099,enhancement
1273101,trivial
1273103,minor
1273105,critical
1273106,blocker
1273109,enhancement
1273115,critical
1273118,minor
1273122,blocker
1273123,minor
1273124,blocker
1273128,trivial
1273129,critical
1273132,minor
1273133,normal
1273136,major
1273137,enhancement
1273141,trivial
1273142,normal
1273147,critical
1273148,enhancement
1273152,minor
1273154,critical
1273156,major
1273165,normal
1273168,enhancement
1273169,enhancement
1273180,major
1273181,normal
1273190,normal
1273192,critical
1273194,major
1273197,major
1273201,critical
1273202,normal
1273203,critical
1273205,enhancement
1273206,minor
1273207,minor
1273209,normal
1273215,minor
1273220,minor
1273223,blocker
1273227,enhancement
1273233,enhancement
1273244,critical
1273250,major
1273251,enhancement
1273252,enhancement
1273255,major
1273258,trivial
1273260,normal
1273261,normal
1273267,blocker
1273276,minor
1273279,critical
1273282,minor
1273287,minor
1273294,trivial
1273301,blocker
1273302,critical
1273303,trivial
1273304,blocker
1273306,major
1273307,enhancement
1273310,minor
1273312,minor
1273313,trivial
1273314,normal
1273315,major
1273316,major
1273317,normal
1273318,trivial
1273319,normal
1273322,major
1273324,major
1273326,major
1273333,major
1273337,enhancement
1273346,major
1273349,enhancement
1273351,enhancement
1273356,enhancement
1273360,critical
1273362,critical
1273363,blocker
1273364,critical
1273365,blocker
1273367,minor
1273371,blocker
1273372,enhancement
1273373,major
1273375,critical
1273378,trivial
1273380,trivial
1273390,major
1273391,enhancement
1273397,normal
1273405,normal
1273406,major
1273409,critical
1273411,minor
1273414,critical
1273417,critical
1273418,major
1273423,trivial
1273424,normal
1273430,trivial
1273432,major
1273433,normal
1273435,critical
1273437,trivial
1273443,major
1273446,blocker
1273451,blocker
1273454,minor
1273455,critical
1273456,normal
1273458,enhancement
1273459,normal
1273461,enhancement
1273462,normal
1273463,normal
1273464,major
1273465,major
1273472,normal
1273473,minor
1273475,critical
1273479,major
1273480,trivial
1273481,minor
1273483,normal
1273492,trivial
1273494,major
1273499,blocker
1273504,critical
1273508,major
1273510,minor
1273511,major
1273514,critical
1273525,blocker
1273529,critical
1273541,critical
1273544,minor
1273546,enhancement
1273547,trivial
1273551,blocker
1273555,normal
1273566,critical
1273569,blocker
1273571,enhancement
1273579,blocker
1273581,blocker
1273590,trivial
1273594,major
1273603,critical
